GENE	0hr	1hr	3hr	24hr
chr5:172803953-172803983	0.198753	0.0630016	0.0387099	0.0241199
chr5:172978907-172978937	0.198753	0.588015	0.425809	0.542697
chr5:173925640-173925670	0.0567865	0.336008	0.15484	0.277379
chr5:175799619-175799649	0.227146	0.0630016	0.0019355	0.0482398
chr5:176138865-176138895	0.00283932	0.294007	0.0580649	0.0964795
chr5:177260944-177260974	0.00283932	0.105003	0.0580649	0.168839
chr5:177268881-177268911	0.227146	0.042001	0.11613	0.0361798
chr5:177318052-177318082	0.198753	0.441011	0.348389	0.566817
chr5:177369268-177369298	0.141966	0.357009	0.212905	0.397978
chr5:177456552-177456582	0.227146	0.105003	0.0387099	0.0844196
chr5:177501203-177501233	0.00283932	0.0630016	0.212905	0.0361798
chr5:178070117-178070147	0.0283932	0.0840021	0.0580649	0.205019
chr5:178951921-178951951	0.198753	0.0630016	0.0019355	0.0361798
chr5:180107129-180107159	0.227146	0.0840021	0.019355	0.0241199
chr5:180822825-180822855	0.198753	0.00210005	0.0580649	0.0844196
chr5:181040166-181040196	0.198753	0.105003	0.0019355	0.132659
chr5:181182182-181182212	0.198753	0.0630016	0.0019355	0.0241199
chr6:579517-579547	0.0567865	0.168004	0.19355	0.241199
chr6:1240803-1240833	0.0283932	0.0630016	0.174195	0.0602997
chr6:1346301-1346331	0.227146	0.147004	0.0387099	0.0964795
chr6:1424504-1424534	0.0567865	0.189005	0.174195	0.241199
chr6:1833751-1833781	0.170359	0.042001	0.019355	0.0482398
chr6:2675600-2675630	0.227146	0.00210005	0.0387099	0.0602997
chr6:2688573-2688603	0.113573	0.336008	0.0774198	0.217079
chr6:2932332-2932362	0.369112	0.315008	0.0580649	0.229139
chr6:3773702-3773732	0.0283932	0.0630016	0.0580649	0.205019
chr6:3831995-3832025	0.00283932	0.0840021	0.212905	0.0602997
chr6:3887600-3887630	0.0283932	0.189005	0.0580649	0.205019
chr6:4061333-4061363	0.227146	0.0210005	0.019355	0.0241199
chr6:4181818-4181848	0.00283932	0.105003	0.0774198	0.205019
chr6:4197890-4197920	0.198753	0.0210005	0.019355	0.00120599
chr6:4858095-4858125	0.170359	0.0210005	0.0019355	0.0120599
chr6:5334456-5334486	0.0283932	0.0210005	0.0774198	0.180899
chr6:5362262-5362292	0.0567865	0.189005	0.0580649	0.0241199
chr6:5904691-5904721	0.340719	0.0630016	0.135485	0.0964795
chr6:6547223-6547253	0.283932	0.147004	0.0580649	0.120599
chr6:6750159-6750189	0.00283932	0.0630016	0.0580649	0.180899
chr6:6788567-6788597	0.397505	0.210005	0.0967748	0.205019
chr6:7190596-7190626	0.198753	0.00210005	0.019355	0.132659
chr6:7276065-7276095	0.0283932	0.147004	0.212905	0.265319
chr6:7773549-7773579	0.0567865	0.0630016	0.0774198	0.253259
chr6:7992821-7992851	0.00283932	0.0840021	0.0967748	0.205019
chr6:8047636-8047666	0.0283932	0.126003	0.15484	0.217079
chr6:11575713-11575743	0.539471	0.336008	0.232259	0.422098
chr6:11919252-11919282	0.00283932	0.042001	0.19355	0.0482398
chr6:12844872-12844902	0.0851797	0.525013	0.425809	0.410038
chr6:13248257-13248287	0.0567865	0.0210005	0.0967748	0.205019
chr6:13303880-13303910	0.0283932	0.294007	0.15484	0.120599
chr6:13476633-13476663	0.170359	0.00210005	0.0967748	0.0723597
chr6:13559756-13559786	0.198753	0.0210005	0.0019355	0.0482398
chr6:13703614-13703644	0.0283932	0.042001	0.0774198	0.168839
chr6:15791503-15791533	0.00283932	0.168004	0.15484	0.180899
chr6:16432797-16432827	0.170359	0.042001	0.0019355	0.0964795
chr6:16542708-16542738	0.227146	0.0840021	0.0580649	0.0120599
chr6:16753802-16753832	0.198753	0.0210005	0.019355	0.0602997
chr6:16756020-16756050	0.198753	0.0210005	0.019355	0.0241199
chr6:16759275-16759305	0.00283932	0.105003	0.135485	0.192959
chr6:16876279-16876309	0.227146	0.0630016	0.0019355	0.0241199
chr6:17167533-17167563	0.0283932	0.0630016	0.19355	0.192959
chr6:17930712-17930742	0.00283932	0.189005	0.0580649	0.0723597
chr6:17978653-17978683	0.00283932	0.0630016	0.15484	0.0361798
chr6:18157232-18157262	0.198753	0.0210005	0.0580649	0.0241199
chr6:18328237-18328267	0.0283932	0.0630016	0.135485	0.180899
chr6:18393478-18393508	0.170359	0.042001	0.0580649	0.0361798
chr6:18470184-18470214	0.255539	0.042001	0.0019355	0.0482398
chr6:19988755-19988785	0.00283932	0.273007	0.174195	0.180899
chr6:20564369-20564399	0.0851797	0.210005	0.251614	0.337678
chr6:20668049-20668079	0.198753	0.0630016	0.019355	0.132659
chr6:21719229-21719259	0.198753	0.00210005	0.0019355	0.0723597
chr6:22800863-22800893	0.00283932	0.0630016	0.0387099	0.144719
chr6:24402869-24402899	0.0283932	0.105003	0.0774198	0.217079
chr6:24738530-24738560	0.227146	0.00210005	0.0387099	0.0482398
chr6:25427013-25427043	0.227146	0.0210005	0.019355	0.0602997
chr6:25744824-25744854	0.170359	0.00210005	0.0019355	0.0482398
chr6:26040146-26040176	0.198753	0.042001	0.0387099	0.00120599
chr6:26048373-26048403	0.227146	0.0840021	0.0387099	0.0241199
chr6:26052203-26052233	0.198753	0.0840021	0.0019355	0.0120599
chr6:26081145-26081175	0.227146	0.105003	0.0387099	0.0120599
chr6:26102279-26102309	0.227146	0.0630016	0.019355	0.0361798
chr6:26114568-26114598	0.255539	0.0630016	0.0774198	0.0602997
chr6:26224017-26224047	0.198753	0.0630016	0.11613	0.180899
chr6:27670623-27670653	0.0567865	0.0630016	0.15484	0.144719
chr6:27816661-27816691	0.170359	0.042001	0.019355	0.0723597
chr6:27830770-27830800	0.00283932	0.147004	0.174195	0.0482398
chr6:27866495-27866525	0.113573	0.252006	0.309679	0.289439
chr6:28239145-28239175	0.227146	0.0840021	0.0387099	0.0361798
chr6:28354298-28354328	0.0851797	0.210005	0.174195	0.217079
chr6:28496270-28496300	0.00283932	0.168004	0.11613	0.192959
chr6:34460032-34460062	0.0283932	0.105003	0.0580649	0.229139
chr6:34460086-34460116	0.454292	0.126003	0.0967748	0.325618
chr6:34865171-34865201	0.0283932	0.210005	0.0774198	0.180899
chr6:36176864-36176894	0.00283932	0.210005	0.0580649	0.0602997
chr6:36983210-36983240	0.0283932	0.147004	0.0580649	0.205019
chr6:37127972-37128002	0.198753	0.0840021	0.0019355	0.180899
chr6:37203068-37203098	0.00283932	0.0210005	0.15484	0.168839
chr6:37315044-37315074	0.0567865	0.168004	0.11613	0.277379
chr6:38117430-38117460	0.0567865	0.231006	0.0580649	0.108539
chr6:38993727-38993757	0.198753	0.0210005	0.0580649	0.0361798
chr6:40845784-40845814	0.369112	0.294007	0.0580649	0.265319
chr6:41092618-41092648	0.0851797	0.39901	0.270969	0.373858
chr6:41367830-41367860	0.283932	0.042001	0.0967748	0.144719
chr6:41632597-41632627	0.00283932	0.0840021	0.0967748	0.168839
chr6:41856579-41856609	0.170359	0.0210005	0.0019355	0.0361798
chr6:42100660-42100690	0.198753	0.0210005	0.019355	0.0120599
chr6:42406878-42406908	0.00283932	0.0840021	0.11613	0.205019
chr6:42907265-42907295	0.198753	0.00210005	0.11613	0.0964795
chr6:43409177-43409207	0.170359	0.0210005	0.0019355	0.0241199
chr6:43773467-43773497	0.198753	0.105003	0.0387099	0.168839
chr6:43914191-43914221	0.0283932	0.189005	0.270969	0.205019
chr6:44079292-44079322	0.0567865	0.378009	0.19355	0.229139
chr6:44096877-44096907	0.397505	0.168004	0.0774198	0.144719
chr6:44116926-44116956	0.0567865	0.168004	0.212905	0.192959
chr6:44122978-44123008	0.00283932	0.168004	0.15484	0.301499
chr6:44159611-44159641	0.227146	0.0210005	0.019355	0.0482398
chr6:46144494-46144524	0.0283932	0.252006	0.0774198	0.156779
chr6:47150724-47150754	0.198753	0.00210005	0.0580649	0.0361798
chr6:47322624-47322654	0.198753	0.0630016	0.0019355	0.0361798
chr6:49532147-49532177	0.0283932	0.0840021	0.0967748	0.192959
chr6:49849743-49849773	0.170359	0.441011	0.251614	0.373858
chr6:50523984-50524014	0.198753	0.00210005	0.019355	0.0120599
chr6:50792066-50792096	0.0567865	0.231006	0.212905	0.289439
chr6:52389663-52389693	0.0567865	0.105003	0.0774198	0.192959
chr6:52416079-52416109	0.0851797	0.273007	0.212905	0.229139
chr6:52663811-52663841	0.0851797	0.273007	0.232259	0.373858
chr6:52882999-52883029	0.198753	0.0210005	0.0774198	0.0482398
chr6:53315553-53315583	0.00283932	0.105003	0.135485	0.180899
chr6:53330302-53330332	0.141966	0.0630016	0.0019355	0.0361798
chr6:53651323-53651353	0.0851797	0.231006	0.174195	0.325618
chr6:54059880-54059910	0.0567865	0.0840021	0.15484	0.253259
chr6:55276926-55276956	0.0851797	0.189005	0.11613	0.301499
chr6:56254995-56255025	0.0283932	0.0210005	0.0774198	0.168839
chr6:56259886-56259916	0.00283932	0.147004	0.135485	0.253259
chr6:56549157-56549187	0.0283932	0.189005	0.309679	0.337678
chr6:56695874-56695904	0.198753	0.0630016	0.232259	0.168839
chr6:56699244-56699274	0.198753	0.231006	0.309679	0.301499
chr6:56730874-56730904	0.00283932	0.105003	0.0967748	0.168839
chr6:56902170-56902200	0.198753	0.0630016	0.0019355	0.0602997
chr6:61323031-61323061	2.72575	1.76404	2.12905	1.35071
chr6:63942394-63942424	0.255539	0.0210005	0.019355	0.0361798
chr6:64932684-64932714	0.0283932	0.126003	0.232259	0.132659
chr6:65298056-65298086	0.170359	0.0210005	0.0387099	0.0723597
chr6:70399192-70399222	0.0567865	0.210005	0.0967748	0.156779
chr6:70505962-70505992	0.227146	0.042001	0.0387099	0.0361798
chr6:70756383-70756413	0.170359	0.00210005	0.0019355	0.0241199
chr6:71354347-71354377	0.198753	0.0210005	0.0387099	0.0120599
chr6:72140962-72140992	0.0283932	0.105003	0.0967748	0.217079
chr6:73290662-73290692	0.0283932	0.210005	0.0967748	0.120599
chr6:73610780-73610810	0.00283932	0.042001	0.212905	0.0361798
chr6:73755115-73755145	0.198753	0.0210005	0.0019355	0.0361798
chr6:75126415-75126445	0.227146	0.0840021	0.0387099	0.0602997
chr6:75327608-75327638	0.0283932	0.105003	0.0580649	0.192959
chr6:75615794-75615824	0.198753	0.042001	0.0019355	0.0120599
chr6:76365048-76365078	0.170359	0.00210005	0.019355	0.0361798
chr6:77021413-77021443	0.0851797	0.294007	0.19355	0.253259
chr6:77039506-77039536	0.00283932	0.042001	0.174195	0.0482398
chr6:78810333-78810363	0.0283932	0.147004	0.11613	0.265319
chr6:79465904-79465934	0.255539	0.0210005	0.019355	0.0602997
chr6:79506926-79506956	0.227146	0.00210005	0.0019355	0.0361798
chr6:79737442-79737472	0.00283932	0.252006	0.0580649	0.0482398
chr6:79949318-79949348	0.0567865	0.357009	0.174195	0.180899
chr6:80251978-80252008	0.170359	0.0210005	0.0774198	0.0241199
chr6:84486711-84486741	0.00283932	0.042001	0.0774198	0.180899
chr6:85363685-85363715	0.283932	0.105003	0.0019355	0.0482398
chr6:85451665-85451695	0.00283932	0.273007	0.135485	0.156779
chr6:85721952-85721982	0.00283932	0.189005	0.11613	0.0964795
chr6:87658671-87658701	0.00283932	0.189005	0.0967748	0.229139
chr6:89304795-89304825	0.227146	0.00210005	0.019355	0.0120599
chr6:89978259-89978289	0.00283932	0.231006	0.15484	0.120599
chr6:90231761-90231791	0.255539	0.042001	0.019355	0.0964795
chr6:92521866-92521896	0.0283932	0.126003	0.0580649	0.217079
chr6:97497915-97497945	0.397505	0.378009	0.11613	0.422098
chr6:98258010-98258040	0.00283932	0.189005	0.0019355	0.0241199
chr6:99467690-99467720	0.397505	0.273007	0.11613	0.313559
chr6:99557129-99557159	0.198753	0.0630016	0.0774198	0.0241199
chr6:100176853-100176883	0.0567865	0.126003	0.232259	0.217079
chr6:100438803-100438833	0.283932	0.0210005	0.0774198	0.0602997
chr6:104533754-104533784	0.00283932	0.0210005	0.135485	0.205019
chr6:104790042-104790072	0.0851797	0.147004	0.309679	0.361798
chr6:106223479-106223509	0.0567865	0.105003	0.135485	0.313559
chr6:106446450-106446480	0.113573	0.168004	0.232259	0.446218
chr6:107238837-107238867	0.170359	0.0210005	0.0019355	0.0482398
chr6:107457047-107457077	0.170359	0.042001	0.019355	0.0241199
chr6:108893524-108893554	0.0283932	0.0630016	0.15484	0.229139
chr6:109025719-109025749	0.198753	0.00210005	0.019355	0.0361798
chr6:110053779-110053809	0.0851797	0.147004	0.174195	0.277379
chr6:110887389-110887419	0.227146	0.00210005	0.0019355	0.0120599
chr6:111667050-111667080	0.0283932	0.231006	0.19355	0.156779
chr6:111710072-111710102	0.0283932	0.042001	0.0387099	0.205019
chr6:112890983-112891013	0.198753	0.00210005	0.019355	0.0361798
chr6:112948336-112948366	0.00283932	0.00210005	0.11613	0.229139
chr6:113126430-113126460	0.170359	0.00210005	0.0387099	0.00120599
chr6:113643720-113643750	0.227146	0.0210005	0.0387099	0.0482398
chr6:115896737-115896767	0.170359	0.336008	0.15484	0.373858
chr6:116847390-116847420	0.0283932	0.147004	0.19355	0.229139
chr6:117293510-117293540	0.227146	0.0840021	0.0019355	0.0723597
chr6:117400081-117400111	0.0567865	0.210005	0.11613	0.301499
chr6:118495841-118495871	0.00283932	0.042001	0.0387099	0.156779
chr6:119335169-119335199	0.00283932	0.0630016	0.0580649	0.192959
chr6:122139875-122139905	0.198753	0.042001	0.0019355	0.0241199
chr6:122492085-122492115	0.539471	0.336008	0.15484	0.410038
chr6:124854483-124854513	0.0283932	0.042001	0.19355	0.277379
chr6:124870444-124870474	0.170359	0.0210005	0.0019355	0.0361798
chr6:125114443-125114473	0.596258	0.504013	0.174195	0.482398
chr6:125747044-125747074	0.00283932	0.210005	0.0774198	0.0844196
chr6:126936100-126936130	0.00283932	0.105003	0.0967748	0.168839
chr6:127266529-127266559	0.255539	0.0630016	0.019355	0.0844196
chr6:127342374-127342404	0.00283932	0.105003	0.0967748	0.180899
chr6:128899815-128899845	0.198753	0.0630016	0.0387099	0.0361798
chr6:129634743-129634773	0.198753	0.00210005	0.019355	0.0482398
chr6:129667648-129667678	0.00283932	0.210005	0.135485	0.0482398
chr6:129733485-129733515	0.0283932	0.252006	0.0387099	0.132659
chr6:129767612-129767642	0.00283932	0.168004	0.15484	0.192959
chr6:131023976-131024006	0.0283932	0.231006	0.0967748	0.265319
chr6:131789332-131789362	0.0567865	0.189005	0.232259	0.144719
chr6:132191329-132191359	0.227146	0.0210005	0.0387099	0.0723597
chr6:132963150-132963180	0.0283932	0.39901	0.19355	0.349738
chr6:133124038-133124068	0.198753	0.0630016	0.0019355	0.0482398
chr6:133442818-133442848	0.198753	0.0210005	0.0774198	0.0120599
chr6:133836034-133836064	0.0567865	0.0840021	0.0774198	0.192959
chr6:133916730-133916760	0.425898	0.315008	0.0774198	0.277379
chr6:134421185-134421215	0.0567865	0.210005	0.0580649	0.0602997
chr6:134880543-134880573	0.0567865	0.168004	0.11613	0.205019
chr6:135451806-135451836	0.113573	0.336008	0.15484	0.397978
chr6:135852142-135852172	0.0283932	0.0210005	0.212905	0.108539
chr6:135858036-135858066	0.198753	0.00210005	0.019355	0.0241199
chr6:135896195-135896225	0.00283932	0.00210005	0.19355	0.0120599
chr6:136317195-136317225	0.511078	0.189005	0.135485	0.337678
chr6:136525791-136525821	0.00283932	0.210005	0.0967748	0.132659
chr6:136583207-136583237	0.0567865	0.0840021	0.0774198	0.217079
chr6:136927495-136927525	0.0283932	0.210005	0.11613	0.132659
chr6:137297948-137297978	0.0283932	0.0840021	0.0387099	0.180899
chr6:138521944-138521974	0.0283932	0.0630016	0.0580649	0.168839
chr6:138537222-138537252	0.00283932	0.189005	0.019355	0.132659
chr6:138537262-138537292	0.0283932	0.126003	0.0774198	0.192959
chr6:138655578-138655608	0.00283932	0.042001	0.0387099	0.265319
chr6:138943825-138943855	0.255539	0.00210005	0.0019355	0.0602997
chr6:138951794-138951824	0.198753	0.00210005	0.0387099	0.0602997
chr6:139369665-139369695	0.113573	0.147004	0.0580649	0.253259
chr6:140051780-140051810	0.00283932	0.126003	0.019355	0.192959
chr6:140180926-140180956	0.227146	0.0630016	0.0019355	0.0361798
chr6:140960684-140960714	0.0283932	0.168004	0.0774198	0.253259
chr6:142023854-142023884	0.227146	0.0210005	0.019355	0.0361798
chr6:143010169-143010199	0.0567865	0.147004	0.174195	0.180899
chr6:143897733-143897763	0.198753	0.00210005	0.0387099	0.0361798
chr6:144465658-144465688	0.227146	0.0210005	0.019355	0.0241199
chr6:144506166-144506196	0.198753	0.0630016	0.0774198	0.0241199
chr6:146065097-146065127	0.255539	0.042001	0.0387099	0.00120599
chr6:146311233-146311263	0.0283932	0.231006	0.0967748	0.0964795
chr6:146993108-146993138	0.227146	0.168004	0.0387099	0.0723597
chr6:147276437-147276467	0.170359	0.00210005	0.0774198	0.0602997
chr6:148235627-148235657	0.0567865	0.126003	0.15484	0.241199
chr6:148530847-148530877	0.283932	0.189005	0.019355	0.144719
chr6:149334346-149334376	0.0567865	0.105003	0.19355	0.0844196
chr6:149929604-149929634	0.0283932	0.210005	0.15484	0.289439
chr6:150867697-150867727	0.227146	0.0630016	0.019355	0.0602997
chr6:151317631-151317661	0.0283932	0.126003	0.0967748	0.265319
chr6:151437598-151437628	0.255539	0.105003	0.0580649	0.168839
chr6:153000391-153000421	0.00283932	0.189005	0.11613	0.0723597
chr6:153044513-153044543	0.0567865	0.357009	0.15484	0.277379
chr6:153147091-153147121	0.198753	0.0210005	0.0387099	0.0120599
chr6:154433012-154433042	0.340719	0.105003	0.0387099	0.0844196
chr6:155081089-155081119	0.0851797	0.0210005	0.019355	0.168839
chr6:155474685-155474715	0.198753	0.0210005	0.019355	0.0120599
chr6:155520838-155520868	0.227146	0.105003	0.019355	0.0241199
chr6:155809053-155809083	0.00283932	0.147004	0.11613	0.217079
chr6:155832834-155832864	0.0567865	0.105003	0.019355	0.192959
chr6:156842863-156842893	0.0283932	0.126003	0.174195	0.0964795
chr6:156996137-156996167	0.198753	0.00210005	0.0019355	0.0120599
chr6:157010934-157010964	0.0851797	0.147004	0.0967748	0.373858
chr6:157677402-157677432	0.0283932	0.105003	0.174195	0.229139
chr6:158072302-158072332	0.340719	0.105003	0.135485	0.229139
chr6:158594550-158594580	0.227146	0.126003	0.019355	0.0120599
chr6:158894373-158894403	0.0567865	0.147004	0.0967748	0.205019
chr6:161218379-161218409	0.255539	0.042001	0.0387099	0.0602997
chr6:161394074-161394104	0.0283932	0.147004	0.0967748	0.253259
chr6:163003641-163003671	0.170359	0.00210005	0.0387099	0.0723597
chr6:166341570-166341600	0.0283932	0.042001	0.19355	0.0723597
chr6:166576074-166576104	0.170359	0.0840021	0.019355	0.00120599
chr6:169491193-169491223	0.0567865	0.147004	0.11613	0.277379
chr6:169720382-169720412	0.0567865	0.231006	0.0580649	0.0844196
chr7:818459-818489	0.0567865	0.147004	0.19355	0.192959
chr7:2713536-2713566	0.198753	0.0210005	0.019355	0.0723597
chr7:2777332-2777362	0.255539	0.0630016	0.0019355	0.00120599
chr7:4830248-4830278	0.255539	0.042001	0.0580649	0.0602997
chr7:6033506-6033536	0.198753	0.0210005	0.0967748	0.0361798
chr7:6066764-6066794	0.198753	0.0840021	0.0019355	0.0241199
chr7:6090672-6090702	0.198753	0.0210005	0.11613	0.0241199
chr7:7176749-7176779	0.227146	0.00210005	0.019355	0.0241199
chr7:7579234-7579264	0.198753	0.00210005	0.019355	0.0482398
chr7:7595618-7595648	0.369112	0.126003	0.232259	0.277379
chr7:7671014-7671044	0.198753	0.00210005	0.0580649	0.0361798
chr7:7686833-7686863	0.00283932	0.0210005	0.19355	0.0723597
chr7:7823068-7823098	0.198753	0.0630016	0.019355	0.0241199
chr7:10658289-10658319	0.198753	0.00210005	0.0019355	0.0361798
chr7:11632134-11632164	0.255539	0.0210005	0.019355	0.0482398
chr7:11830723-11830753	0.227146	0.042001	0.0580649	0.0844196
chr7:12639004-12639034	0.0567865	0.126003	0.15484	0.289439
chr7:12655271-12655301	0.00283932	0.042001	0.212905	0.0602997
chr7:13023730-13023760	0.198753	0.0210005	0.0387099	0.0120599
chr7:13179201-13179231	0.0283932	0.168004	0.15484	0.205019
chr7:13742921-13742951	0.0851797	0.231006	0.329034	0.205019
chr7:13796464-13796494	0.00283932	0.0840021	0.174195	0.00120599
chr7:15124955-15124985	0.227146	0.0210005	0.0387099	0.0120599
chr7:15489886-15489916	0.198753	0.042001	0.0387099	0.0241199
chr7:15949120-15949150	0.170359	0.0630016	0.019355	0.00120599
chr7:16026093-16026123	0.198753	0.0630016	0.019355	0.00120599
chr7:16557337-16557367	0.227146	0.00210005	0.019355	0.0361798
chr7:16918492-16918522	0.227146	0.315008	0.387099	0.494458
chr7:16975300-16975330	0.198753	0.0210005	0.019355	0.0241199
chr7:17885300-17885330	0.227146	0.042001	0.0019355	0.108539
chr7:17952104-17952134	0.00283932	0.189005	0.0387099	0.0482398
chr7:20037420-20037450	0.227146	0.105003	0.019355	0.0482398
chr7:20390836-20390866	0.198753	0.0630016	0.0019355	0.0482398
chr7:21305518-21305548	0.0283932	0.189005	0.019355	0.192959
chr7:21305566-21305596	0.00283932	0.042001	0.174195	0.108539
chr7:21646966-21646996	0.198753	0.00210005	0.019355	0.0241199
chr7:22329155-22329185	0.198753	0.0210005	0.019355	0.0120599
chr7:22441251-22441281	0.0283932	0.252006	0.11613	0.132659
chr7:22625969-22625999	0.227146	0.0210005	0.0580649	0.0482398
chr7:22728627-22728657	0.113573	0.273007	0.19355	0.156779
chr7:23055764-23055794	0.454292	0.105003	0.19355	0.373858
chr7:23331187-23331217	0.227146	0.0630016	0.0967748	0.0361798
chr7:23430485-23430515	0.113573	0.315008	0.15484	0.265319
chr7:23539948-23539978	0.00283932	0.168004	0.174195	0.0241199
chr7:24382110-24382140	0.00283932	0.126003	0.174195	0.192959
chr7:24957529-24957559	0.227146	0.0840021	0.0580649	0.0241199
chr7:25003093-25003123	0.00283932	0.189005	0.0774198	0.120599
chr7:25091299-25091329	0.0567865	0.0210005	0.15484	0.180899
chr7:25109466-25109496	0.00283932	0.0630016	0.174195	0.120599
chr7:25391439-25391469	0.0567865	0.168004	0.270969	0.397978
chr7:26198573-26198603	0.255539	0.0630016	0.019355	0.0482398
chr7:26204386-26204416	0.0283932	0.126003	0.212905	0.108539
chr7:27686701-27686731	0.255539	0.0210005	0.0580649	0.120599
chr7:27782932-27782962	0.198753	0.0210005	0.0387099	0.0241199
chr7:28096812-28096842	0.0851797	0.273007	0.11613	0.192959
chr7:29978918-29978948	0.198753	0.0630016	0.0387099	0.0361798
chr7:30358224-30358254	0.0283932	0.210005	0.0580649	0.0361798
chr7:30422274-30422304	0.00283932	0.0630016	0.174195	0.0602997
chr7:30492824-30492854	0.198753	0.0210005	0.0019355	0.0964795
chr7:30938921-30938951	0.198753	0.168004	0.0387099	0.0482398
chr7:31100589-31100619	0.0283932	0.210005	0.0967748	0.156779
chr7:32138863-32138893	0.198753	0.0210005	0.019355	0.0120599
chr7:32550109-32550139	0.198753	0.0630016	0.0019355	0.108539
chr7:32922054-32922084	0.255539	0.147004	0.0387099	0.144719
chr7:33024701-33024731	0.198753	0.0630016	0.0019355	0.0482398
chr7:33196061-33196091	0.00283932	0.210005	0.0387099	0.0361798
chr7:33425007-33425037	0.198753	0.0210005	0.019355	0.0241199
chr7:33757729-33757759	0.170359	0.357009	0.309679	0.530637
chr7:35425053-35425083	0.312325	0.273007	0.0774198	0.373858
chr7:35709643-35709673	0.283932	0.126003	0.0774198	0.192959
chr7:35762492-35762522	0.00283932	0.0630016	0.174195	0.0723597
chr7:36115694-36115724	0.00283932	0.168004	0.0580649	0.0964795
chr7:36281020-36281050	0.0283932	0.252006	0.212905	0.265319
chr7:36623927-36623957	0.00283932	0.210005	0.15484	0.144719
chr7:37182163-37182193	0.0283932	0.231006	0.0774198	0.229139
chr7:37235025-37235055	0.369112	0.147004	0.0580649	0.325618
chr7:37619902-37619932	0.227146	0.0840021	0.019355	0.0241199
chr7:37696235-37696265	0.255539	0.00210005	0.0019355	0.0241199
chr7:38525177-38525207	0.00283932	0.168004	0.0019355	0.00120599
chr7:38883966-38883996	0.00283932	0.0840021	0.19355	0.0723597
chr7:39580652-39580682	0.00283932	0.0630016	0.212905	0.192959
chr7:39705801-39705831	0.227146	0.042001	0.019355	0.0361798
chr7:40826238-40826268	0.227146	0.00210005	0.0387099	0.0120599
chr7:41003229-41003259	0.170359	0.504013	0.135485	0.434158
chr7:42232479-42232509	0.00283932	0.0630016	0.19355	0.132659
chr7:42886206-42886236	0.255539	0.00210005	0.0580649	0.00120599
chr7:42886348-42886378	0.397505	0.336008	0.0967748	0.301499
chr7:43164933-43164963	0.227146	0.00210005	0.0580649	0.192959
chr7:43575407-43575437	0.198753	0.042001	0.0019355	0.0844196
chr7:43700457-43700487	0.198753	0.042001	0.0019355	0.120599
chr7:44408375-44408405	0.0283932	0.126003	0.0774198	0.289439
chr7:44799409-44799439	0.198753	0.0210005	0.0580649	0.0241199
chr7:44900452-44900482	0.198753	0.042001	0.019355	0.0723597
chr7:45154774-45154804	0.255539	0.147004	0.0387099	0.277379
chr7:46316629-46316659	0.170359	0.00210005	0.019355	0.0120599
chr7:46745886-46745916	0.0283932	0.0630016	0.0774198	0.205019
chr7:47353527-47353557	0.0283932	0.168004	0.019355	0.108539
chr7:47428511-47428541	0.0567865	0.126003	0.019355	0.192959
chr7:47946837-47946867	0.00283932	0.210005	0.019355	0.0723597
chr7:48110315-48110345	0.369112	0.336008	0.0580649	0.205019
chr7:50142496-50142526	0.227146	0.567014	0.522584	0.566817
chr7:50498107-50498137	0.227146	0.105003	0.135485	0.0723597
chr7:53083479-53083509	0.198753	0.042001	0.019355	0.0241199
chr7:53296538-53296568	0.198753	0.0630016	0.0019355	0.0361798
chr7:55250373-55250403	0.369112	0.357009	0.0580649	0.325618
chr7:55538687-55538717	0.00283932	0.042001	0.0967748	0.168839
chr7:55641353-55641383	0.0851797	0.189005	0.174195	0.313559
chr7:64713688-64713718	0.0283932	0.042001	0.15484	0.0964795
chr7:66283743-66283773	0.0851797	0.126003	0.11613	0.265319
chr7:67590944-67590974	0.198753	0.00210005	0.0387099	0.0602997
chr7:72691462-72691492	0.00283932	0.042001	0.15484	0.0482398
chr7:72774832-72774862	0.198753	0.0210005	0.0387099	0.0120599
chr7:73342106-73342136	0.255539	0.0630016	0.11613	0.0844196
chr7:73342728-73342758	0.00283932	0.0840021	0.0387099	0.217079
chr7:73774084-73774114	0.0567865	0.0630016	0.19355	0.168839
chr7:75667043-75667073	0.255539	0.0210005	0.0580649	0.108539
chr7:75671460-75671490	0.0283932	0.252006	0.0967748	0.192959
chr7:76327436-76327466	0.255539	0.00210005	0.019355	0.0241199
chr7:76340797-76340827	0.0283932	0.126003	0.251614	0.217079
chr7:76754495-76754525	0.00283932	0.00210005	0.174195	0.0361798
chr7:77453592-77453622	0.00283932	0.0840021	0.212905	0.0844196
chr7:77501354-77501384	0.0283932	0.0630016	0.0774198	0.156779
chr7:80511048-80511078	0.198753	0.00210005	0.0019355	0.0241199
chr7:80613068-80613098	0.198753	0.105003	0.0387099	0.00120599
chr7:80665173-80665203	0.227146	0.00210005	0.0019355	0.0241199
chr7:80937238-80937268	0.0283932	0.189005	0.0967748	0.0723597
chr7:81244363-81244393	0.00283932	0.126003	0.0387099	0.156779
chr7:81482753-81482783	0.369112	0.273007	0.019355	0.301499
chr7:81603277-81603307	0.227146	0.042001	0.0387099	0.0120599
chr7:81620991-81621021	0.170359	0.0210005	0.0387099	0.0602997
chr7:82330370-82330400	0.0567865	0.189005	0.0774198	0.0361798
chr7:82626138-82626168	0.170359	0.0210005	0.0387099	0.0241199
